Title,Category,"Price(""$"")",7-day sales,Total Sales,Total Reviews,7-day Reviews,Total Favorites,7-day Favorites,Tags,Ship From,Release Time,Best Seller,Etsy Pick,Raving,Store Name,Product URL,Image URL
Christmas Stockings Personalized Velvet Holiday Stocking with Sequin for Christmas Decor Red White Family Stocking with Embroidery Name Gift ,Home & Living > Home Decor > Seasonal Decor > Stockings,16.98,346,12533,1813,46,7826,134,"Christmas Stockings,Personalize Stocking,Embroidered Stocking,Christmas Gift,Sequin Stockings,Christmas Decoration,Family Stocking,Holiday Stockings,Christmas Ornament,Red White Stocking,Custom Name Stocking,Plaid Stockings,Monogram Stocking,Christmas Gifts,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-07-21,yes,no,no,MollyJollyDesign,https://www.etsy.com/listing/828233820/christmas-stockings-personalized-velvet,Upgrade Pro to Unlock
"Personalized Penny Keychain, Couples Keychain, Lucky Penny, Anniversary Gift, Husband Wife Key Chain, Boyfriend Girlfriend Gift, Customized ",Accessories > Keychains & Lanyards > Keychains,7.95,345,10906,1912,27,10613,71,"Best Friends Gift,Couples Keychains,Anniversary Gift,Couples Initials,Customized Gift,Gift for Him,Boyfriend Gift,Husband Gift,Anniversary,Keychain,Lucky Penny Keychain,Hand Stamped Penny,Copper 7 Year,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Wife,Anniversary Gifts,Gifts for Couples,Gifts for Friends,Gifts for Him,Personalized Gifts,Gifts",United States,2014-11-01,yes,no,no,JewelryEveryday,https://www.etsy.com/listing/209292321/personalized-penny-keychain-couples,Upgrade Pro to Unlock
"Custom Portrait from Photo Sweatshirt, Custom Couple Portrait, Couples Portrait, Personalized Gift, Custom Gifts, Family Portrait ",Clothing,22.75,341,36177,10379,129,44656,263,"Custom Portrait,Personalized Gift,Gifts for Her,Gifts for Him,Custom Sweatshirt,Pet Portrait,Family Portrait,Custom Pet Portrait,Mothers Day Gift,Valentines Day,Gift for Mom,Fathers Day Gift,Custom Portraits,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Couples,Gifts for Her,Gifts for Him,Gifts for Pets,Personalized Gifts,Gifts",United States,2021-12-22,yes,no,no,LakeHouseDesignArt,https://www.etsy.com/listing/1131818146/custom-portrait-from-photo-sweatshirt,Upgrade Pro to Unlock
"Fart Blanket Gift Box by Dutch Oven Kits | Funny Boyfriend Gift, Birthday Gift for Him, Unique Anniversary gift for Husband, Present for Dad ",Home & Living > Bedding > Blankets & Throws > Throws,34.99,340,1059,202,39,4313,402,"Birthday Gift Box,Best Friend Gifts,Gifts for Boyfriend,Gift Basket Brother,Funny Gift for Dad,Unique Gift Teens,Birthday Gift Men,Unique Care Package,Housewarming Gift,Funny Gift for Him,Anniversary Gift Box,Birthday for Men,Present for Guys,Gifts for Boyfriend,Gifts for Dad,Gifts for Husband,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Friends,Gifts for Him,Housewarming Gifts,Gifts",United States,2023-02-16,yes,no,no,DutchOvenKits,https://www.etsy.com/listing/1404046130/fart-blanket-gift-box-by-dutch-oven-kits,Upgrade Pro to Unlock
"Merry and Bright Sweatshirt, Christmas Sweatshirt, Family Christmas Sweatshirt, Christmas Sweatshirts for Women, Merry Christmas Sweatshirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,8.39,337,960,242,87,2149,294,"Christmas Sweatshirt,Christmas Shirt,Christmas Shirts,Christmas,Merry and Bright,Holiday Sweatshirt,Christmas Sweater,Holiday Xmas,Christmas Party Tee,Family Matching Tee,Merry Christmas,Long Sleeve Shirt,Christmas Gift,Cousin Crew,Christmas Outfit,Christmas Kids Shirt,Christmas Hoodies,Christmas Season,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Christmas Gifts,Gifts for Her,Personalized Gifts,Gifts",United States,2023-08-06,yes,no,no,IvyCustomShirt,https://www.etsy.com/listing/1524423534/merry-and-bright-sweatshirt-christmas,Upgrade Pro to Unlock
"Personalized T-shirt, Custom T-Shirts, Custom Shirt, Personalized Shirt, Custom Shirt Printing, Custom Shirt for Women, Custom Shirt for Men ",Clothing,8.49,337,25197,5289,72,7422,213,"Christmas Gift,Custom Gift,Women Clothing,T-shirt,Personalized Tshirts,Personalized Shirts,Custom T Shirts,Custom Shirt,Custom Tshirt,Custom T-shirt,Custom Shirts,Custom Shirts Women,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Christmas Gifts,Gifts for Her,Gifts for Him,Personalized Gifts,Gifts",United States,2020-10-30,yes,no,no,NewVisionDesignUS,https://www.etsy.com/listing/881545890/personalized-t-shirt-custom-t-shirts,Upgrade Pro to Unlock
Customized Eye Masks Personalized Sleeping Masks Customized Satin Eye Masks Bachelor Party Gifts Bridesmaid Proposal Gifts Bridesmaid Gifts ,Weddings > Gifts & Mementos > Bridesmaids' Gifts,13.99,333,9246,1612,15,9787,59,"Bridesmaid Gift,Bridal Party Gift,Bachelorette Gift,Satin Eye Mask,Personalized Bride,Custom Eye Mask,Custom Sleep Mask,Gift for Bridesmaid,Sleepover Mask,Women's Clothing,Name on Eye Mask,Personal Sleep Mask,Unique Satin Eyemask,Gifts for Friends,Personalized Gifts,Gifts",United States,2022-07-10,yes,no,no,TaoShaofeng,https://www.etsy.com/hk-en/listing/1265402599/customized-eye-masks-personalized,Upgrade Pro to Unlock
"Squid CROCHET PATTERN, No SEW Amigurumi Octopus plush Kawaii Animal, Plushie Baby Toy ",Craft Supplies & Tools,5,332,4614,656,7,4082,74,"Crochet Pattern,Octopus Plush,Squid Plush,Crochet Animals,Crochet Octopus,Easy Crochet Pattern,Beginner Crochet,Amigurumi Pattern,Crochet Plushies,No Sew Pattern,Crochet Squid,Cute Jellyfish,Plush Patterns",United States,2023-03-11,yes,no,no,PlushiCoPatterns,https://www.etsy.com/listing/1421548052/squid-crochet-pattern-no-sew-amigurumi,Upgrade Pro to Unlock
classic christmas prints | 20 christmas printables | christmas decor | christmas wall art | holiday decor | kikiandnim | printable wall art ,Art & Collectibles > Prints > Digital Prints,21,329,787,82,33,2358,409,"Classic,Christmas Prints,Christmas Printables,Christmas Decor,Christmas Wall Art,Holiday Decor,Cozy Christmas Decor,Christmas Wall Decor,Traditional,Christmas Art,Kikiandnim,Printable Wall Art,Christmas Gifts,Gifts",United States,2023-09-17,yes,no,no,KIKIANDNIM,https://www.etsy.com/listing/1568139293/classic-christmas-prints-20-christmas,Upgrade Pro to Unlock
"Highland Cow Sweatshirt, Highland Cow Crewneck, Western Sweatshirt, Cute Cow Shirt, Cow Crewneck ,Cow Gift For Her,Farmer gift, Animal lover ",Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts > Sweatshirts,27.5,327,650,101,24,1066,218,"Personalized Gift,Christmas Sweatshirt,Farm Lover Gift,Animal Lover Gift,Christmas Animals,Western Sweatshirt,Cute Cow Shirt,Cow Crewneck,Cow Gift for Her,Farmer Gift,Animal Lover,Cow Apparel,Cow Sweaters,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Christmas Gifts,Gifts for Her,Personalized Gifts,Gifts",United States,2023-10-14,yes,no,no,OctantisDesign,https://www.etsy.com/listing/1587429949/highland-cow-sweatshirt-highland-cow,Upgrade Pro to Unlock
"Kids Personalized Wallets, Wallet for Son, Gift from Mom to son, Monogram Wallet for boys, Personalized Leather Wallet for son, Boys Wallets ",Bags & Purses > Wallets & Money Clips > Wallets,11.99,324,6137,1258,38,3377,153,"Wallet for Son,Gift From Mom to Son,Boys Wallets,Monogram Wallet,Personalized Leather,Kids Wallets,Boys Wallet,Kids Wallet,Boy Gift,Gift for Son,Boys Gifts,Custom Kids Wallet,Custom Boys Gift,Gifts for Boys,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Personalized Gifts,Gifts",United States,2022-06-28,yes,no,no,PersonalizedShed,https://www.etsy.com/listing/1258681489/kids-personalized-wallets-wallet-for-son,Upgrade Pro to Unlock
"Personalized Unique Name Necklace, One of a kind Gift ",Jewelry > Necklaces > Monogram & Name Necklaces,48,323,5793,1247,53,6302,452,"Gold Name Necklace,Rose Gold Name,Unique Birthday Gift,Gift for Her,Necklace With Name,Necklace Initials,Necklace for Women,Valentines Day Gift,Name Logo Challenge,Name Logo Ideas,Name Logo Maker,Name Logo Tiktok,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-10-06,yes,no,no,RobertoGoldDiamond,https://www.etsy.com/listing/1083074360/personalized-unique-name-necklace-one-of,Upgrade Pro to Unlock
Birth Flower Personalized Glass Cup Birthday Box for Friend Birthday Gift Box Mom Pampering Gift Basket Relaxing Gift Set Custom Name Gift ,Bath & Beauty > Spa & Relaxation > Spa Kits & Gifts,45.89,318,2524,580,66,5301,335,"Self Care Gift Box,New Mom Gift Basket,Hygge Gift for Mom,Personalized Glass,Spa Day Gift Box Set,Pamper Gift Box Her,Relaxing Gift Set,Gift Birthday Friend,Name Glass Cup,New Bride Care Box,Candle Gift Box,Birthday Gift Box,Best Friend Gift,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Birthday Gifts,Gifts for Friends,Gifts for Her,Personalized Gifts,Gifts",United States,2023-07-29,yes,no,no,SweetTomorrowCo,https://www.etsy.com/listing/1533083091/birth-flower-personalized-glass-cup,Upgrade Pro to Unlock
"Personalized Heart Sunglasses, Bride Sunglasses, Baby Sunglasses, Bachelorette Party Decorations Gift Ideas, Chicken Sunglasses ",Weddings > Gifts & Mementos > Bridesmaids' Gifts,19.98,318,8615,1502,12,8589,30,"Outdoor Glasses,Princess Sunglasses,Elsa Sunglasses,Beach Sunglasses,Summer Shades,Candy Sunglasses,Macaron Glasses,Heart Shaped Glasses,Love Glasses,Sunglasses Women,Sunglasses Names,Heart Sunglasses,Beach Bachelorette,Personalized Gifts,Gifts",United States,2022-06-13,yes,no,no,TaoShaofeng,https://www.etsy.com/hk-en/listing/1249929943/personalized-heart-sunglasses-bride,Upgrade Pro to Unlock
"Comfort Colors® Mental Health Matters Shirt, Mental Health Shirts, Comfort Colors Shirt, Women Inspirational Shirts, Inspirational Gifts ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,40.98,316,1215,196,7,2960,125,"Mental Health Shirt,Positive Shirt,Anxiety Shirt,Social Worker,Mental Health Tshirt,Mental Health Shirts,Therapist Shirt,Social Worker Shirt,School Counselor,Counselor Shirt,Psychologist Shirt,Inspirational Shirt,Self Love Shirt,Counselor Gift,Gifts for Her,Motivational Shirt,Motivational Gifts,Self Care Gift,Mental Health Gift,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Personalized Gifts,Gifts",United States,2023-07-04,yes,no,no,SehaApparelCo,https://www.etsy.com/listing/1502400550/comfort-colors-mental-health-matters,Upgrade Pro to Unlock
"Custom Family Matching Pajamas,Personalized Christmas Pajamas Set,Kids Holiday pajamas,first Christmas,Girl or Boy Pajamas,sibling christmas ",Clothing > Gender-Neutral Adult Clothing > Pajamas & Robes > Pajamas,16.3,315,571,54,13,162,6,"Baby Gifts,Family Pajamas,Christmas Pajamas,Christmas Pjs,Kids Christmas Pjs,Kids Pajamas,Pajama Set,Christmas Pajama Set,Sibling Pajamas,Boys Christmas Pjs,Girls Christmas Pjs,Christmas Jammies,Toddler Pjs,Baby Gifts,Gifts for Boys,Gifts for Girls,Christmas Gifts,Personalized Gifts,Gifts",United States,2023-08-16,yes,no,no,Littlebabyhousemy,https://www.etsy.com/listing/1545588239/custom-family-matching,Upgrade Pro to Unlock
"Comfort Colors Custom Bootleg Rap Tee, Vintage Custom Funny Rap Shirt, Custom Photo Vintage T Shirts,Youth Tee,Custom Image Tee ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts > Graphic Tees,13.54,312,458,77,42,1381,236,"Girlfriend Shirt,Squeekyandco,Squeakyandco,Squeekyandco Seller,Shirt,Bootleg Rap Tee,Madervintage,Bootleg Shirt,Squeekyandco Tshirts,Custom Bootleg Shirt,Sqeekyandco,Custom Shirt,Personalized Gifts",United States,2023-08-31,yes,no,no,SandralandFinds,https://www.etsy.com/listing/1556516351/comfort-colors-custom-bootleg-rap-tee,Upgrade Pro to Unlock
SUPERIOR Return Address Stamp | Self Inking Address Stamp | Highest Rated on Etsy | Best Quality ,Craft Supplies & Tools,7.77,311,7415,1795,0,2967,128,"Return Address Stamp,Address Stamp,Self Inking Stamp,Custom Address Stamp,Rsvp Stamp,Calligraphy Address,Custom Stamp,Self Inking Return,Personalized Stamp,Custom Address,Wedding Stamp,Return Address,Housewarming Stamp,Housewarming Gifts,Personalized Gifts",United States,2023-06-02,yes,no,no,MJsArtStamps,https://www.etsy.com/listing/1494817225/superior-return-address-stamp-self,Upgrade Pro to Unlock
"Custom jewelry box , Personalized Jewelry Box, Wedding Party Gifts, Bachelorette Gift, Maid of Honor Gift, Travel Jewelry Case, Gifts for Her ",Weddings > Gifts & Mementos > Bridesmaids' Gifts,5.12,309,1269,102,5,429,7,"Personalized Jewelry,Bridesmaids Bag,Personalized Box,Travel Case Jewelry,Jewelry Organizer,Bridesmaid Gift Idea,Little Girls Jewelry,Birthday Gift,Personalized Gift,Gift Ideas,Personalized Gifts,Gifts and Eentos,Christa's Gift,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Personalized Gifts,Gifts",United States,2023-06-30,yes,no,no,RobertVBGE,https://www.etsy.com/listing/1514142083/custom-jewelry-box-personalized-jewelry,Upgrade Pro to Unlock
"Personalized Name Necklaces, Personalized Name Necklaces , Script Name Necklaces, Black Friday Sale , Gift for Her , Persoanlized Gift ",Jewelry > Necklaces > Monogram & Name Necklaces,15,308,85962,20175,68,64443,228,"Name Necklaces,Custom Name Necklace,Dainty Name Necklace,Name Plate Necklace,Necklace With Name,Necklace for Women,Mothers Day Gifts,Script Name Necklace,Personalized Gift,Gold Name Necklace,Silver Name Necklace,Gift for Her,Black Friday Sale,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-03-23,yes,no,no,NisPersonalized,https://www.etsy.com/listing/972501694/personalized-name-necklaces-personalized,Upgrade Pro to Unlock
Personalized Groomsmen Can Cooler Engraved Gifts for Groomsman Proposal Gift Ideas ,Weddings > Gifts & Mementos > Groomsmen Gifts > Groomsmen Proposals,4.63,307,833,251,30,233,7,"Personalized,Groomsmen Can Cooler,Groomsman Proposal,Proposal Gift Ideas,Engraved Can Cooler,Groomsmen Proposal,Groomsmen Gift Ideas,Beer Cooler,Personalized Gifts,Engraved Gifts For,For Wedding Party,Father's Day for Dad,Gifts for Dad,Personalized Gifts,Gifts",United States,2023-04-20,yes,no,no,HisCorner,https://www.etsy.com/listing/1465119405/personalized-groomsmen-can-cooler,Upgrade Pro to Unlock
"Personalized Golf Tee Bag,Golf Tee Holder,Engraved Golf Bag Gift For Man,Leather Golf Bag Tag,Custom Golf Bag,Golf Gift,Golf Accessories ",Toys & Games > Sports & Outdoor Recreation > Golf,6.99,307,377,13,3,531,347,"Golf Gifts for Men,Golf Gifts,Golf Tee Holder,Golf Bag Tag,Golf Tees,Gifts for Golfers,Stocking Stuffer,Personalized Golf,Golf Tee,Golf Accessories,Golf Tee Bag,Engraved Golf Bag,Gift for Man,Leather Golf Bag Tag,Custom Golf Bag,Golf Bag Accessories,Golf Gift for Men,Engraved Golf Tees,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girls,Gifts for Husband,Gifts for Mom,Gifts for Sister,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Him,Gifts for Kids,Personalized Gifts,Gifts",United States,2023-08-28,yes,no,no,StefanDesignArts,https://www.etsy.com/listing/1540077632/personalized-golf-tee-baggolf-tee,Upgrade Pro to Unlock
"Personalized Name Necklace in Silver, Gold & Rose Gold, Custom Name Necklace, Script Name Necklaces for Her, Personalized Gift for Women ",Jewelry > Necklaces > Monogram & Name Necklaces,10.35,303,1725,371,63,1970,139,"Name Necklace,Custom Name Jewelry,Custom Name Necklace,Necklace With Name,Gold Name Necklace,Silver Name Necklace,Script Name Necklace,Gifts for Her,Necklace for Women,Womens Necklace,PERSONALIZED JEWELRY,Dainty Name Necklace,Gift for Mom,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-05-25,yes,no,no,CustomizeTheCharms,https://www.etsy.com/listing/1474963928/personalized-name-necklace-in-silver,Upgrade Pro to Unlock
"Mega Christmas SVG Bundle, Winter svg, Funny Christmas SVG, T Shirt Designs SVG, Ornaments svg, xmas svg, Santa svg, Quote svg, Cricut ",Craft Supplies & Tools,1,301,2295,210,25,918,82,"Mega Bundle SVG,SVG Files for Cricut,Cricut Svg,Christmas Svg,Round Ornament Svg,Christmas Svg Bundle,Christmas Cut File,Ornament Svg,Winter Svg,Merry Christmas Svg,Funny Christmas Svg,Christmas Shirt Svg,Citragraphics,Christmas Gifts,Personalized Gifts",United States,2022-11-01,yes,no,no,CitraGraphics,https://www.etsy.com/listing/1322913150/mega-christmas-svg-bundle-winter-svg,Upgrade Pro to Unlock
"Personalized Wifey Sweatshirt, Wedding Gift, Gift for Bride, New Wife Sweatshirt, Unique Bridal Shower Gift, Newlywed Honeymoon Present ",Clothing > Women&#x27;s Clothing > Hoodies & Sweatshirts > Sweatshirts,23.97,301,3129,618,33,6869,280,"Bridal Gift,Engagement Gift,Custom Bride Sweater,Bridal Shower Gift,Custom Bride Gift,Bride to Be Sweater,Just Married Gift,Bachelorette Gift,Wifey Sweatshirt,Honeymoon Sweater,Anniversary Gift,Custom Mrs Shirt,New Mrs Gift,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Gifts for Her,Personalized Gifts,Gifts",United States,2023-08-03,yes,no,no,LoveSuna,https://www.etsy.com/listing/1536528997/personalized-wifey-sweatshirt-wedding,Upgrade Pro to Unlock
Christmas Stockings Personalized Boho Stockings Tassel Stockings Minimalist Stocking for Farmhouse Decoration Neutral Stockings Name Gift ,Home & Living > Home Decor > Seasonal Decor > Stockings,31.99,301,762,100,35,1608,266,"Christmas Stockings,Personalize Stocking,Bohemian Stocking,Stocking,Tassel Stocking,Name Stocking,Neutral Stocking,Minimalist Stocking,Beige Stocking,Farmhouse Stocking,Rustic Home Decor,Christmas Ornament,Family Gift,Christmas Gifts,Gifts for Friends,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-08-17,yes,no,no,MollyJollyDesign,https://www.etsy.com/listing/1532159262/christmas-stockings-personalized-boho,Upgrade Pro to Unlock
"Most Likely To Christmas Shirt, Matching Family Shirts, Couples Christmas Pajamas, Christmas Gift, Family Pajamas, Couples Gift, Family Gift ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts > Graphic Tees,11.99,300,9001,1283,0,2474,58,"Family Pajamas,Couples Gift,Family Gift,Family Shirts,Family Christmas,Most Likely to Shirt,Group Shirts,Matching Shirts,Christmas Shirts,Christmas Gifts,Christmas Pajamas,Christmas Gifts,Gifts for Couples,Gifts",United States,2021-12-04,yes,no,no,AlligatorTeeBar,https://www.etsy.com/listing/1133654001/most-likely-to-christmas-shirt-matching,Upgrade Pro to Unlock
"2023 Family Christmas Stockings,Leather Patch Christmas Stocking,Knitted Christmas Stockings,Christmas Stockings With Name,Holiday Stockings ",Home & Living > Home Decor > Seasonal Decor > Stockings,7,300,666,67,29,253,30,"Family Stockings,Knitted Stockings,Christmas Stockings,Christmas Gifts,Stockings With Name,Holiday Stockings,Monogram Stockings,Cable Knit Stocking,Christmas Decoration,Name Stockings,Holiday Decors,Tradition Stockings,Baby Gifts,Gifts for Boys,Gifts for Girls,Christmas Gifts,Gifts for Friends,Gifts for Kids,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-09-25,yes,no,no,KevinSunnye,https://www.etsy.com/listing/1560166716/2023-family-christmas-stockingsleather,Upgrade Pro to Unlock
Personalized Photo Car Air Freshener | Custom Dog Portrait Car Freshener | Custom Car Freshener Hanging Picture | Personalized Gift for Him ,Electronics & Accessories > Car Parts & Accessories > Car Accessories > Car Air Fresheners,14.3,299,808,119,30,1435,450,"Personalized Gift,Car Air Freshener,Custom Dog Portrait,Car Decorations,Custom Air Freshener,Car Freshener,Custom Photo Gift,Air Freshner,Air Freshener,Air Freshener Car,Gifts for Boyfriend,Gifts for Dad,Gifts for Husband,Gifts for Friends,Gifts for Him,Gifts for Pets,Personalized Gifts,Gifts",United States,2023-09-15,yes,no,no,Candledeck,https://www.etsy.com/listing/1567089281/personalized-photo-car-air-freshener,Upgrade Pro to Unlock
Christmas Wood Ornament USA Made ,Home & Living > Home Decor > Seasonal Decor > Ornaments,4,299,26548,4580,49,5240,43,"Round,Christmas,Wood,Laser,Snowflake,Birch,Ornament,Custom,Wooden,Personal,Personalized,USA,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-10-13,yes,no,no,JMKDesignsCo,https://www.etsy.com/listing/886230137/christmas-wood-ornament-usa-made,Upgrade Pro to Unlock
"Winter Cheer Personalized Christmas Stocking, Christmas Stocking, Christmas Gifts, Family Stocking, Custom Stocking, Personalized Stocking ",Home & Living > Home Decor > Seasonal Decor > Stockings,17.48,299,7782,1482,28,6262,56,"Custom Stocking,Christmas Stocking,Christmas,Stocking,Santa Stocking,Snowman Stocking,Elf Stocking,Polar Bear Stocking,Kids Stocking,Family Stocking,Christmas Decor,Embroidered Stocking,Family Stockings,Christmas Gifts,Housewarming Gifts,Personalized Gifts,Gifts",United States,2019-10-31,yes,no,no,PersonalizationMall,https://www.etsy.com/listing/735284444/winter-cheer-personalized-christmas,Upgrade Pro to Unlock
Custom Metal Signs | Monogram Wall Decor | Metal Wall Art | Last Name Sign | Family Name Sign | Personalized Wedding Gift | Custom Metal Art ,Home & Living > Home Decor > Wall Decor > Wall Hangings > Signs,38,298,20931,5701,78,29288,366,"Outdoor Metal Art,Last Name Metal Sign,Personalized Metal,Last Name Sign,Custom Name Sign,Family Name Sign,Metal Wall Art,Personalized Wedding,Wedding Gift,Couples Gift,Metal Signs,Monogram Wall Decor,Christmas Gift,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girlfriend,Gifts for Girls,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Kids,Gifts for Teachers,Housewarming Gifts,Personalized Gifts,Gifts",United States,2019-11-05,yes,no,no,LakeshoreMetalDecor,https://www.etsy.com/listing/736608758/custom-metal-signs-monogram-wall-decor,Upgrade Pro to Unlock
Couples Christmas Ornament - Personalized Couple Names Christmas Ornament - Our First Christmas Together - New Couple Gift ,Home & Living > Home Decor > Seasonal Decor > Ornaments,15.98,298,9000,1660,58,4382,289,"First Christmas,Christmas Keepsake,Personalised Gift,Personalized Gift,Christmas Ornament,Couple Ornament,Couples Ornament,New Couple Gift,Together Christmas,Couple Christmas,Our First Christmas,Together Ornament,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-11-17,yes,no,no,Keptsake,https://www.etsy.com/listing/1108862680/couples-christmas-ornament-personalized,Upgrade Pro to Unlock
"Disney Trip 2023 Family Shirts, Disney 2023 Vacation Tshirt, Disney Matching Shirts, Disney 2023 Trip Your Family Name Shirts, Custom Disney ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts > Graphic Tees,5.99,297,1419,191,47,534,64,"Magic Kingdom,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Personalized Gifts",United States,2023-06-18,yes,no,no,NextDayTeesGifts,https://www.etsy.com/listing/1491662466/disney-trip-2023-family-shirts-disney,Upgrade Pro to Unlock
Personalized Christmas Stockings Blue Velvet Stockings for Holiday Luxury Decoration Embroidered Family Stockings Christmas Ornament Gifts ,Home & Living > Home Decor > Seasonal Decor > Stockings,15.99,295,8258,1096,39,2106,94,"Christmas Stockings,Personalize Stocking,Holiday Stockings,Custom Name Stocking,Christmas Decoration,Christmas Ornament,Christmas Gift,Family Stockings,Velvet Stockings,Applique Stockings,Embroidered Stocking,Blue Stockings,Stockings With Name,Christmas Gifts,Gifts for Friends,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2022-08-18,yes,no,no,TwinsDesignStudio,https://www.etsy.com/listing/1288420937/personalized-christmas-stockings-blue,Upgrade Pro to Unlock
"Crochet patterns Christmas tree gnome, Christmas amigurumi gnome pattern, Crochet winter gnome pattern, Christmas crochet gnome pattern ",Craft Supplies & Tools,2.1,294,13485,2015,46,21093,219,"Crochet Patterns,Mufficorn,Crochet,Christmas,Christmas Crochet,Crochet Pattern,Crochet Gnome,Christmas Gnome,Gnomes,Amigurumi Pattern,Christmas Gnomes,Crochet Decorations,Christmas Amigurumi,Christmas Ornaments,Christmas Tree Gnome,Gnome Patterns,Holiday Gnome,Winter Gnome,Santa Amigurumi,Christmas Gifts",United States,2021-11-15,yes,no,no,Mufficorn,https://www.etsy.com/listing/1107384198/crochet-patterns-christmas-tree-gnome,Upgrade Pro to Unlock
"Custom Comfort Colors Dog Shirt, Retro Collage Shirt, Custom Pet Shirt, Retro 90's Custom Shirt, Women's Custom T, Men's Custom T, Christmas ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,34.4,294,1839,505,0,4411,420,"Crewneck,Womens,Comfort Colors,Oversized,Custom Cat,Custom Dog Shirt,Puppy Shirt,Custom Dog,Dog Mom,Dog Drawing,Custom Pet Shirt,Pet Shirt,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Christmas Gifts,Gifts for Her,Gifts for Pets,Personalized Gifts",United States,2023-07-20,yes,no,no,EmeraldandJadeCo,https://www.etsy.com/listing/1526645329/custom-comfort-colors-dog-shirt-retro,Upgrade Pro to Unlock
"Night Light Personalized with Moon & Stars,Nursery Decor,Custom Name Light Night Gift,Kids Room Decor,Personalized Birthday Gifts for Kids ",Home & Living > Lighting > Light Fixtures > Wall Lights > Night Lights,18.89,293,2877,379,10,3616,140,"Custom Kids Gift,Custom Night Light,Custom Name Light,Gifts for Toddlers,Baby Shower Gifts,Kids Room Decor,Moon Stars Nursery,Night Light,Led Night Light,New Baby Boy Gift,Baby Night Light,Baby Birthday Gift,Newborn Gift,Baby Gifts,Gifts for Boys,Gifts for Girls,Birthday Gifts,Gifts for Kids,Personalized Gifts,Gifts",United States,2023-05-10,yes,no,no,ArtToyShop,https://www.etsy.com/listing/1464953694/night-light-personalized-with-moon,Upgrade Pro to Unlock
